id	name_road	location_road	typecode	name_type	towncode	adcode_district	name_district	address	count	source
B0LBXOGMMM	嘉宾路辅路	114.111023,22.538429	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	89	1
BZ7JPD00MG	红威路	114.108015,22.547032	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	130	1
BZ7JPD029H	煤场路	114.110935,22.548858	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	138	0
BZ7JPD029J	蔡屋围四街	114.107596,22.542988	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	116	1
BZ7JPD02LM	远富横街	114.109876,22.557302	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	126	1
BZ7JPD02LN	远富直街	114.110046,22.557555	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	123	0
BZ7JPD02M5	红岭中路	114.104463,22.551229	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	88	1
BZ7JPD02M6	红岭南路	114.104993,22.535850	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	51	1
BZ7JPD02NS	万象街	114.110151,22.539490	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	96	0
BZ7JPD02NT	船步街	114.112257,22.535114	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	72	0
BZ7JPD02NU	书城路	114.109363,22.540518	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	105	0
BZ7JPD02NV	新郊街	114.114641,22.536722	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	80	1
BZ7JPD02OC	柑园街	114.107866,22.557158	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	114	1
BZ7JPD02OI	松阁路	114.109332,22.553416	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	148	1
BZ7JPD02PE	展艺四街	114.106184,22.559738	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	96	1
BZ7JPD02PF	松园东街	114.109479,22.554256	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	148	1
BZ7JPD02R1	桂园北路	114.111582,22.550946	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	142	0
BZ7JPD02RU	深南东路	114.107176,22.541211	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	62	1
BZ7JPD02SQ	红石街	114.105556,22.544836	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	120	1
BZ7JPD02UE	松园北街	114.107080,22.554536	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	142	0
BZ7JPD02UO	松园一街	114.108444,22.551642	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	147	1
BZ7JPD02VN	宝煤路	114.111508,22.548769	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	137	1
BZ7JPD02XV	红桂横街	114.108449,22.548815	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	140	1
BZ7JPD02ZF	联益巷	114.109077,22.547211	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	131	1
BZ7JPD030B	安鹏街	114.109501,22.546037	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	124	1
BZ7JPD031P	红岭路	114.104794,22.540307	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	61	1
BZ7JPD033G	红桂二街	114.106991,22.549188	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	139	0
BZ7JPD035I	规划路	114.109995,22.560615	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	105	1
BZ7JPD036G	水利街	114.107175,22.554904	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	138	1
BZ7JPD037B	滨河红岭立交桥	114.106984,22.535237	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	77	1
BZ7JPD037X	宝河路	114.110511,22.556280	190301	地名地址信息&交通地名&道路名	440303001000	440303	罗湖区	罗湖区	135	1
B0FFFAA2JQ	罗芳立交桥	114.144543,22.553127	190306	地名地址信息&交通地名&立交桥	440303002000	440303	罗湖区	罗湖区	26	1
B0FFFAA2KH	罗沙边防通道桥	114.155790,22.553449	190306	地名地址信息&交通地名&立交桥	440303002000	440303	罗湖区	罗湖区	23	1
B0FFFAAG3O	深南沿河立交桥	114.141267,22.546473	190306	地名地址信息&交通地名&立交桥	440303002000	440303	罗湖区	罗湖区	27	1
B0FFGQ6T9Z	乐园路	114.127727,22.547222	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	49	1
B0FFGQJW8L	凤翔街	114.132097,22.547882	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	104	0
B0FFGQKGXN	东深三街	114.143443,22.564725	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	86	1
B0FFGQKIJT	水库新村二街	114.137400,22.563383	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	95	0
B0FFGQLJH9	新兴街	114.144762,22.548798	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	25	1
B0FFGQLVAY	水库新村四街	114.139405,22.565186	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	88	0
B0FFGQM6QV	爱国路	114.138072,22.560659	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	49	0
B0FFGQM90C	怡景路	114.140419,22.555640	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	90	0
B0FFGQMBCT	东湖二路	114.150441,22.566079	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	70	0
B0FFGQN8VG	北斗路	114.134735,22.543629	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	86	0
B0FFGQNEZ4	水库新村五街	114.137904,22.566536	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	89	1
B0FFGQNMGU	水库环线	114.150822,22.557330	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	71	0
B0FFGQNMSP	经三路	114.131900,22.550201	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	55	1
B0FFGQO1LB	清平路	114.133718,22.547278	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	96	0
B0FFGQODS7	延芳路	114.146695,22.553286	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	69	0
B0FFGQPA70	秀南街	114.141365,22.543189	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	72	0
B0FFGQPBLH	锦联路	114.136572,22.541679	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	75	0
B0FFGQPQ0O	黄贝路	114.140363,22.556339	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	91	0
B0FFGQQ2JN	黄贝岭南街	114.135998,22.546982	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	85	0
B0FFGQQOMA	水库新村三街	114.138525,22.564334	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	90	0
B0FFGWTPSH	湖贝一街	114.129761,22.547530	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	106	0
B0FFGZHUFV	文锦南路	114.131111,22.542672	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	88	0
B0FFGZHUJ5	太宁路	114.137071,22.569194	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	86	0
B0FFH02J8W	新安路	114.129100,22.541546	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	43	1
B0FFH55X6X	湖贝路	114.126923,22.545378	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	104	0
B0FFIL9106	沙湾河桥	114.142157,22.541735	190307	地名地址信息&交通地名&桥	440303002000	440303	罗湖区	罗湖区	22	1
B0IA3689XI	凤凰路	114.134777,22.548156	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	94	0
B0IA36A85W	向西路	114.128675,22.540201	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	81	0
B0IA3BF6N1	怡景路辅路	114.142075,22.553612	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	81	1
B0IA3BHT8P	文锦南路辅路	114.130851,22.541262	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	78	1
B0IA3GJGXB	水库东路	114.151180,22.564387	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	70	1
B0IA3GKBNE	深南东路辅路	114.139581,22.546835	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	79	1
B0IA3GLHXD	沿河北路	114.145729,22.558131	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	79	0
B0IA3GMJMO	沿河路辅路	114.144551,22.552172	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	71	1
B0IA3GMYBC	沿河南路辅路	114.136513,22.542124	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	74	1
B0IA3GN5OS	沿河北路辅路	114.145091,22.559963	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	83	1
B0IA3MOAPR	经二路	114.150995,22.554000	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	68	0
B0IA3SW7KJ	黄贝岭路	114.140957,22.550875	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	83	1
B0IA3YKPWO	爱国路辅路	114.137957,22.560686	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	97	1
B0IAT1ZGGD	107国道辅路	114.130860,22.540820	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	42	1
B0KRG9QZA3	爱国路	114.139089,22.561839	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	91	0
BY000047PU	罗沙排洪渠桥	114.148619,22.552852	190307	地名地址信息&交通地名&桥	440303002000	440303	罗湖区	罗湖区	26	1
BZ7JPD0294	文东路	114.127758,22.543746	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	99	0
BZ7JPD029S	飞鹏街	114.129485,22.545402	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	97	1
BZ7JPD02NF	南极路	114.127167,22.543355	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	97	0
BZ7JPD02VM	湖贝二街	114.128313,22.547760	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	109	1
BZ7JPE00D8	德智路	114.143215,22.557510	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	83	0
BZ7JPE00DH	新秀路	114.146129,22.547345	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	67	0
BZ7JPE00DI	秀东街	114.146070,22.545458	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	68	0
BZ7JPE00DJ	罗芳路	114.147799,22.547111	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	66	0
BZ7JPE00DL	经一路	114.148531,22.549677	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	16	1
BZ7JPE00DM	新秀路沙湾桥	114.146717,22.547404	190307	地名地址信息&交通地名&桥	440303002000	440303	罗湖区	罗湖区	23	1
BZ7JPE00DR	凤凰街	114.132984,22.549250	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	105	0
BZ7JPE00DT	碧波一街	114.140670,22.561860	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	90	0
BZ7JPE00EY	锦联二路	114.135072,22.541018	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	73	1
BZ7JPE00F5	东深一街	114.144723,22.567646	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	82	1
BZ7JPE00F6	黄贝北支路	114.144961,22.562330	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	85	1
BZ7JPE00FE	行知路	114.135143,22.544183	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	83	0
BZ7JPE00G3	侨兴路	114.150803,22.552213	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	65	1
BZ7JPE00GB	新湖村一街	114.144206,22.550781	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	73	1
BZ7JPE00H7	庐峰街	114.137583,22.551512	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	93	0
BZ7JPE00HD	黄贝岭三路	114.140973,22.549199	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	82	0
BZ7JPE00HE	黄贝岭一路	114.139957,22.550803	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	86	1
BZ7JPE00HJ	秀一街	114.145520,22.547818	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	69	1
BZ7JPE00HQ	黄贝岭二路	114.139760,22.550178	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	85	1
BZ7JPE00HT	锦星街	114.132174,22.541186	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	80	1
BZ7JPE00IL	黄贝岭二街	114.141307,22.551076	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	80	1
BZ7JPE00IN	水库新村一街	114.138475,22.561532	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	93	1
BZ7JPE00IS	翠芳街	114.139073,22.561356	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	91	1
BZ7JPE00IT	黄贝岭三街	114.140946,22.551108	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	82	1
BZ7JPE00JM	黄贝岭四街	114.139705,22.550549	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	85	1
BZ7JPE00K6	深南沿河立交桥	114.140212,22.546850	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	78	1
BZ7JPE00KE	西岭下路	114.159088,22.554148	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	56	1
BZ7JPE00M3	怡中街	114.142122,22.554994	190301	地名地址信息&交通地名&道路名	440303002000	440303	罗湖区	罗湖区	83	1
B02F37V253	东门中路	114.123027,22.549607	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	128	0
B0FFFAA1PK	笋岗东立交	114.117186,22.556362	190306	地名地址信息&交通地名&立交桥	440303003000	440303	罗湖区	罗湖区	40	1
B0FFFAAE3E	雅园立交	114.125677,22.555560	190306	地名地址信息&交通地名&立交桥	440303003000	440303	罗湖区	罗湖区	36	1
B0FFFAAG09	笋岗东跨线桥	114.120400,22.556023	190306	地名地址信息&交通地名&立交桥	440303003000	440303	罗湖区	罗湖区	39	1
B0FFGARYRL	和平天桥	114.115100,22.542424	190306	地名地址信息&交通地名&立交桥	440303003000	440303	罗湖区	罗湖区	34	1
B0FFGARZA8	建设天桥	114.115826,22.542531	190306	地名地址信息&交通地名&立交桥	440303003000	440303	罗湖区	罗湖区	33	1
B0FFGQ4Q6W	童乐路	114.123463,22.553295	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	129	0
B0FFGQ4VUY	二横街步行街	114.119744,22.546549	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	125	0
B0FFGQ4XGK	蛟湖路	114.117254,22.549885	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	139	0
B0FFGQ5RNZ	河边路	114.113183,22.542938	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	110	0
B0FFGQ5YDH	人民公园路	114.114905,22.551050	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	80	1
B0FFGQ5ZUY	凉果街	114.119413,22.555445	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	147	0
B0FFGQ6O3N	金百利路	114.119015,22.548846	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	132	1
B0FFGQ6S60	翠园街	114.127303,22.552484	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	120	0
B0FFGQ6Z21	洪湖一街	114.122875,22.557515	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	130	0
B0FFGQ9PD6	松园东五巷	114.113334,22.554412	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	148	1
B0FFGQ9SIH	果园路	114.113291,22.546873	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	128	0
B0FFGQA225	沿河东路	114.113335,22.540617	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	42	1
B0FFGQAUXT	城东街	114.122387,22.547092	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	125	0
B0FFH02HG5	二号路	114.123308,22.547774	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	58	1
B0FFH02HJ2	南虹街	114.118130,22.542453	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	111	0
B0FFH02HRS	南华街	114.117615,22.542706	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	112	0
B0FFH02HXO	兴湖路	114.123240,22.547607	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	124	0
B0FFH02I96	桂圆路	114.113442,22.544914	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	44	1
B0FFH02IY8	晒布路	114.121167,22.549874	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	138	0
B0FFH02JN4	书院街	114.119696,22.553361	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	150	0
B0FFH02JU7	禾塘路	114.125131,22.547345	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	115	1
B0FFH02KHC	笋岗东路	114.114967,22.555961	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	110	1
B0FFH4NVWF	立新路	114.121311,22.547481	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	62	1
B0IA34FXG0	文锦中路辅路	114.125288,22.555416	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	128	1
B0IA34H7ZQ	建设路	114.116179,22.540749	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	101	0
B0IA34J2W4	文锦北路辅路	114.124387,22.556777	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	127	1
B0IA36966E	和平路	114.115361,22.539640	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	93	0
B0IA3GJOMH	河边二路	114.113716,22.543484	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	112	1
B0IA3GKGMN	深南东路	114.123305,22.544030	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	112	0
B0IA3GKMAB	洪湖路辅路	114.120046,22.556917	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	142	1
B0IA3GMXRF	深土路	114.115770,22.554589	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	155	1
B0IA3MO2HU	笋岗东跨线桥	114.120349,22.556174	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	141	1
B0IA3MQ63J	笋岗东路	114.117317,22.556001	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	150	0
B0IATO362Y	中行南路	114.116938,22.540799	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	100	1
B0IATO3CVO	东门北路辅路	114.127922,22.555012	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	116	1
B0IATO4LKA	东门中路辅路	114.125524,22.553469	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	127	1
B0IATO5PLZ	人民北路辅路	114.120723,22.555356	190301	地名地址信息&交通地名&道路名	440303003000	440303	罗湖区	罗湖区	144	1
